PR URL,PR Title,PR createdAt,PR mergedAt,stars,fork,language
https://github.com/mpppk/share2cosense/pull/58,feat: ChatGPT共有URLのタイトル取得にフォールバックモデル（openai/gpt-5.6-luna）を利用するオプションを追加,2026-08-20T08:18:01Z,2026-08-20T08:22:09Z,0,False,TypeScript
https://github.com/satyakiabhijit/Kairo/pull/83,fix: centralize supported host routing,2026-07-05T00:44:08Z,2026-07-07T16:35:57Z,7,False,JavaScript
https://github.com/mykytaabramenko/quibble/pull/3,Release 0.2.0 — ChatGPT & Claude support,2026-06-14T18:23:04Z,2026-06-30T12:15:34Z,0,False,TypeScript
https://github.com/mdn/content/pull/30321,Packets goes _between_ server and client,2023-11-16T23:40:59Z,2023-11-17T05:50:24Z,10974,False,Markdown
https://github.com/faker-js/faker/pull/2658,infra: use text eol=lf,2024-02-10T08:53:13Z,2024-02-11T00:57:01Z,15485,False,TypeScript
https://github.com/lucas-link-code/llm-threatintel.github.io/pull/11,docs(automation): teach the bot the AI-platform IOC deny list,2026-05-19T21:57:48Z,2026-05-20T06:08:49Z,0,False,HTML
https://github.com/rray2026/weaver-octopus/pull/2,feat(chrome-extension): initialize Manifest V3 extension scaffold,2026-04-28T12:20:23Z,2026-04-28T13:11:48Z,0,False,TypeScript
https://github.com/nuxdie/blog/pull/228,Add RU thread: чудеса web агента https://chat.openai.com/share/444821b1-c8d8-463b-a956-d19a1f5148af,2026-02-26T20:19:02Z,2026-02-26T20:19:06Z,0,False,TypeScript
https://github.com/jiunbae/select-chat-gpt/pull/31,"feat: 멀티 플랫폼 지원 (Claude, Gemini)",2026-01-01T12:26:15Z,2026-01-01T14:46:29Z,0,False,TypeScript
https://github.com/guil-lambert/defipunkd/pull/99,curve-llamalend: ChatGPT-5 honest re-run (5 slices),2026-04-28T18:45:13Z,2026-04-29T18:20:48Z,6,False,TypeScript
https://github.com/guil-lambert/defipunkd/pull/98,curve-llamalend: Claude Opus 4.7 honest re-run (5 slices),2026-04-28T18:45:12Z,2026-04-29T18:20:33Z,6,False,TypeScript
https://github.com/guil-lambert/defipunkd/pull/97,crvUSD: ChatGPT-5 honest re-run (5 slices),2026-04-28T18:45:10Z,2026-04-29T18:19:46Z,6,False,TypeScript
https://github.com/guil-lambert/defipunkd/pull/96,crvUSD: Claude Opus 4.7 honest re-run (5 slices),2026-04-28T18:45:09Z,2026-04-29T18:19:31Z,6,False,TypeScript
https://github.com/IAHASH/iahash/pull/37,Fix ChatGPT share verification flow,2025-12-08T01:46:33Z,2025-12-08T01:49:10Z,1,False,Python
https://github.com/AIdome-co/aidome-endpoint-switchboard-vscode/pull/18,"feat: P2–P4 — structured logging, typed errors, retry & circuit breaker",2026-03-26T20:39:40Z,2026-03-26T21:54:15Z,5,False,TypeScript
https://github.com/ayaiayorg/agentic-devtools/pull/729,fix(setup): correct Windows Copilot CLI asset names and harden zip extraction for both CLI installers,2026-02-26T23:13:21Z,2026-02-27T07:06:39Z,7,False,Python
https://github.com/felix0813/FetchGPT/pull/1,Add Edge extension to export ChatGPT replies to Markdown,2026-02-05T05:08:57Z,2026-02-05T05:09:08Z,0,False,JavaScript
https://github.com/vu1n/pillbox/pull/4,v0.5: vault refactor to VaultProvider trait + codex (ChatGPT OAuth),2026-05-18T17:58:41Z,2026-05-18T18:00:38Z,1,False,Rust
https://github.com/vl3c/ChatPeek/pull/1,Plan chatgpt markdown extraction update,2025-11-02T16:49:09Z,2025-11-02T17:50:10Z,17,False,HTML
https://github.com/AFSAecom/lolly/pull/206,fix: stopper la descente de la bouteille juste avant le bouton Espace Client,2025-08-20T23:24:09Z,2025-08-20T23:24:41Z,0,False,TypeScript
https://github.com/bradhawkins85/MyPortal/pull/1407,Add privacy-conscious Plausible pageview tracking for authenticated users,2025-11-21T04:36:53Z,2025-11-21T05:03:47Z,0,False,Python
https://github.com/ougotti/testpages/pull/36,AGENTS.mdの日本語訳の追加・修正,2025-10-14T15:18:54Z,2025-10-17T22:45:02Z,0,False,TypeScript
https://github.com/cbkii/userscripts/pull/12,Refresh shared UI ergonomics and theme fallbacks,2025-12-24T15:18:33Z,2025-12-25T07:02:25Z,1,False,JavaScript
https://github.com/Mudlet/Mudlet/pull/7123,Fix a crash when double-clicking on a word to select it,2024-02-07T19:29:39Z,2024-04-25T15:25:07Z,908,False,C++
https://github.com/Mudlet/Mudlet/pull/7120,Fix: prevent an out of bounds crash in copy(),2024-02-03T19:46:47Z,2024-02-17T17:04:04Z,908,False,C++
https://github.com/LIDR-academy/AI4Devs-intro-202404/pull/96,[María Pizarro Cuevas] Solved videogame,2024-04-22T07:13:16Z,2024-04-22T07:41:44Z,1,False,JavaScript
https://github.com/HBO-i/ictresearchmethods.nl/pull/230,Update static-program-analysis.md,2024-04-15T14:58:37Z,2024-07-30T19:06:25Z,14,False,Svelte
https://github.com/alshedivat/al-folio/pull/2059,Enable specifying explicit list of external posts to display,2024-01-10T05:23:50Z,2024-05-28T00:15:44Z,16100,False,HTML
https://github.com/sign-language-processing/sign-language-processing.github.io/pull/38,"Adding ""Querying A Sign Language Dictionary with Videos Using Dense Vector Search"" and add SL Retrieval section",2024-05-16T21:37:55Z,2024-05-22T21:46:11Z,147,False,TeX
https://github.com/possee-org/genai-numpy/pull/13,"Missing Docstring locator, intial version upload.",2024-05-08T23:17:09Z,2024-05-08T23:17:22Z,4,False,Jupyter Notebook
https://github.com/YongHyeonLeeKr/WebBasic/pull/80,BK-board-crud: [질문필요] @EntityRepository() Deprecicated에 관한 건,2024-05-11T07:32:14Z,2024-05-12T01:08:40Z,0,False,JavaScript
https://github.com/pollen-robotics/rustypot/pull/50,Adding xm device,2024-04-30T09:42:52Z,2024-05-03T11:28:22Z,57,False,Rust
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/223,173 / Update createNew and startExisting workout pages,2024-04-19T23:37:18Z,2024-04-23T05:11:33Z,5,False,TypeScript
https://github.com/LIDR-academy/AI4Devs-intro-202404/pull/72,Snake - Team 6,2024-04-16T17:17:51Z,2024-04-17T08:06:33Z,1,False,JavaScript
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/225,153 frontend privacy policy screen,2024-04-20T05:34:39Z,2024-04-25T00:01:56Z,5,False,TypeScript
https://github.com/fcitx/fcitx5-macos/pull/113,use weak_ptr to avoid async uaf,2024-04-19T04:59:58Z,2024-04-19T07:24:18Z,513,False,Swift
https://github.com/open-truss/open-truss/pull/171,Add graphql api to demo-app,2024-05-09T17:08:51Z,2024-05-10T18:31:57Z,22,False,TypeScript
https://github.com/airbytehq/airbyte/pull/36898,`source-faker`: update the car prices and years,2024-04-08T18:10:10Z,2024-04-09T13:37:26Z,22008,False,Python
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/154,unit test for register page,2024-04-25T04:12:02Z,2024-04-25T06:33:52Z,2,False,TypeScript
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/162,component unit tests,2024-04-25T06:24:41Z,2024-04-25T06:50:56Z,2,False,TypeScript
https://github.com/coderdojo-japan/coderdojo.jp/pull/1592,Make financial URL to be RESTful: `/financial-report` -> `/finances` ,2024-03-22T06:52:39Z,2024-03-22T06:56:12Z,64,False,Ruby
https://github.com/UNLV-CS472-672/2024-S-GROUP8-CW/pull/112,added comprehensive unit testing to increase code coverage - buildingRegistry,2024-04-20T20:18:02Z,2024-04-23T06:25:46Z,0,False,HTML
https://github.com/JacobLinCool/collaborative-note/pull/2,feat: Sky is really handsome,2024-03-13T12:32:56Z,2024-03-14T03:26:50Z,0,False,
https://github.com/UNLV-CS472-672/2024-S-GROUP5-Munch/pull/122,Delete post functionality,2024-04-24T04:05:05Z,2024-04-24T18:14:58Z,2,False,TypeScript
https://github.com/axolotl-ai-cloud/axolotl/pull/1504,Correctly handle splits for datasets.arrow_dataset.Dataset objects,2024-04-09T15:29:36Z,2024-04-09T20:40:26Z,12451,False,Python
https://github.com/UNLV-CS472-672/2024-S-GROUP8-CW/pull/113,added comprehensive unit testing to increase code coverage - cardRegi…,2024-04-20T20:38:07Z,2024-04-23T06:26:13Z,0,False,HTML
https://github.com/UNLV-CS472-672/2024-S-GROUP7-LifeQuest/pull/134,Added two tests to SettingsPage.test.js,2024-04-23T18:25:38Z,2024-04-23T22:49:36Z,3,False,JavaScript
https://github.com/UNLV-CS472-672/2024-S-GROUP7-LifeQuest/pull/113,More Coverage for LoginPage.test.js,2024-04-17T22:43:46Z,2024-04-17T23:20:50Z,3,False,JavaScript
https://github.com/UNLV-CS472-672/2024-S-GROUP7-LifeQuest/pull/64,Testing files for App.js and Home.js,2024-03-27T04:00:35Z,2024-03-27T05:22:43Z,3,False,JavaScript
https://github.com/UNLV-CS472-672/2024-S-GROUP5-Munch/pull/107,Edit Post Functionality,2024-04-22T16:02:21Z,2024-04-24T01:15:10Z,2,False,TypeScript
https://github.com/UNLV-CS472-672/2024-S-GROUP5-Munch/pull/92,Route Directory for Server Organization,2024-04-11T05:16:29Z,2024-04-21T01:33:03Z,2,False,TypeScript
https://github.com/LIDR-academy/AI4Devs-intro-202404/pull/110,2048,2024-04-23T03:54:19Z,2024-04-23T07:31:12Z,1,False,JavaScript
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/122,Create Backend for Register Page,2024-04-15T18:27:55Z,2024-04-23T19:41:23Z,2,False,TypeScript
https://github.com/UNLV-CS472-672/2024-S-GROUP7-LifeQuest/pull/91,Additional login page test,2024-04-15T08:17:16Z,2024-04-16T01:54:44Z,3,False,JavaScript
https://github.com/GhostWriter2023/aa_myFix-client/pull/3,Client-Side App Routing,2024-04-29T15:22:52Z,2024-05-05T12:04:59Z,0,False,JavaScript
https://github.com/VyProductions/SeniorDesign/pull/95,Chatgpt2.2 Added documentation,2024-02-25T01:33:09Z,2024-02-25T04:30:24Z,0,False,Python
https://github.com/39otsu/tdd/pull/1,Implemented changes and improvements,2024-02-27T05:38:58Z,2024-02-27T05:40:03Z,0,True,Roff
https://github.com/FernFinder/UNLV-S24-CS472-Group7/pull/68,Simplified AntonioTessier_ComplexCode,2024-02-27T00:46:12Z,2024-02-27T03:10:05Z,0,False,C++
https://github.com/39otsu/cs472-group4/pull/78,Fix #73,2024-02-26T04:26:28Z,2024-02-26T04:26:37Z,0,False,Python
https://github.com/blankdreams2/barbell-labs/pull/74,File to add documentation for task 2.2 of ChatGPT lab,2024-02-25T21:25:37Z,2024-02-25T21:36:50Z,2,False,Python
https://github.com/Aligary/CS472_Group1/pull/91,Closes Issue #89,2024-02-27T03:59:41Z,2024-02-27T03:59:46Z,0,False,Python
https://github.com/FernFinder/UNLV-S24-CS472-Group7/pull/53,Documentation added to AntonioTessier_BlandCppCode (Fixes Issue #52),2024-02-26T22:46:22Z,2024-02-26T22:51:05Z,0,False,C++
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/243,40 / Added filter by equipment structure,2024-04-23T21:39:40Z,2024-04-24T02:24:40Z,5,False,TypeScript
https://github.com/UNLV-CS472-672/2024-S-GROUP8-CW/pull/108,Added fixed tile map generation via 2D array,2024-04-18T10:10:44Z,2024-04-20T18:20:16Z,0,False,HTML
https://github.com/FernFinder/UNLV-S24-CS472-Group7/pull/49,Update AntonioTessier_BlandCppCode to fix Issue #36,2024-02-26T22:20:17Z,2024-02-26T22:38:46Z,0,False,C++
https://github.com/UNLV-CS472-672/2024-S-GROUP7-LifeQuest/pull/118,Added a registration page,2024-04-20T12:32:22Z,2024-04-21T00:29:41Z,3,False,JavaScript
https://github.com/UNLV-CS472-672/2024-S-GROUP5-Munch/pull/67,Update pull_request_template.md for AI ,2024-04-02T21:49:11Z,2024-04-04T05:47:37Z,2,False,TypeScript
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/251,247 -- ci/cd hiccup to between github action and local,2024-04-24T09:10:57Z,2024-04-24T09:14:35Z,5,False,TypeScript
https://github.com/flydata/tap-google-analytics/pull/4,[Fix] Changes to Behavior Overview,2024-03-14T02:35:45Z,2024-03-14T06:11:27Z,0,True,Python
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/107,Added post component,2024-04-04T23:56:27Z,2024-04-08T21:26:42Z,2,False,TypeScript
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/116,Unit Testing for Marker Endpoints,2024-04-09T23:40:21Z,2024-04-16T18:03:25Z,2,False,TypeScript
https://github.com/39otsu/cs472-group4/pull/73,Added documentation Task 2.2,2024-02-26T02:56:41Z,2024-02-26T02:56:48Z,0,False,Python
https://github.com/39otsu/cs472-group4/pull/51,Added documentation to code for Alec's Task 2.2,2024-02-25T13:56:41Z,2024-02-25T13:57:09Z,0,False,Python
https://github.com/jkantarek/jkantarek.github.io/pull/2,Toc add main nav,2024-03-01T02:13:13Z,2024-03-01T02:13:30Z,0,False,CSS
https://github.com/UNLV-CS472-672/2024-S-GROUP1-Roadwatch/pull/105,Add Marker server endpoints,2024-04-04T18:51:56Z,2024-04-09T18:56:48Z,2,False,TypeScript
https://github.com/blankdreams2/barbell-labs/pull/83,Cleaner and more concicse code for Miguel_date.cpp from ChatGPT.,2024-02-26T03:22:03Z,2024-02-26T03:22:34Z,2,False,Python
https://github.com/UNLV-CS472-672/2024-S-GROUP3-Barbell/pull/238,224 frontend unselect muscle improve musclegroup page add more exercises,2024-04-22T21:30:35Z,2024-04-23T05:53:27Z,5,False,TypeScript
https://github.com/munch2024/munch/pull/80,Fixes #79,2024-02-25T07:22:54Z,2024-02-25T07:23:12Z,2,False,Python
https://github.com/Aligary/CS472_Group1/pull/80,Added documentation to read function,2024-02-27T03:30:56Z,2024-02-27T03:31:09Z,0,False,Python
https://github.com/Aligary/CS472_Group1/pull/79,Documentation for Banking Menu,2024-02-27T03:27:45Z,2024-02-27T03:27:56Z,0,False,Python
https://github.com/WillianMafra/Super-Gestao/pull/10,"autenticao, middlewares, models e controllers novos",2024-02-22T16:50:11Z,2024-02-22T16:50:38Z,0,False,PHP
https://github.com/supabase/supabase/pull/21827,docs: Adding JS example of multiple foreign keys to the same table,2024-03-07T00:28:09Z,2024-03-07T21:21:31Z,108942,False,TypeScript
https://github.com/munch2024/munch/pull/78,Added 2.1 ChatGPT Fixes,2024-02-25T07:10:44Z,2024-02-25T07:10:56Z,2,False,Python
https://github.com/flydata/tap-google-analytics/pull/3,[Fix] Review dimensions and metrics for Behavior and Acquisition reports,2024-03-12T06:31:36Z,2024-03-13T02:21:43Z,0,True,Python
https://github.com/AlphabetWolf/tdd/pull/2,Update workflow.yml,2024-02-13T22:33:25Z,2024-02-13T22:33:32Z,0,True,Roff
https://github.com/AlphabetWolf/2DRogueLikeUnityGame/pull/3,Update task2.py,2024-02-13T21:44:08Z,2024-02-13T21:44:19Z,0,True,Python
https://github.com/AlphabetWolf/2DRogueLikeUnityGame/pull/2,Update task2_1.py,2024-02-13T21:00:11Z,2024-02-13T21:00:58Z,0,True,Python
https://github.com/Ditectrev/Microsoft-Azure-AZ-900-Microsoft-Azure-Fundamentals-Practice-Tests-Exams-Questions-Answers/pull/17,Update README.md,2024-02-17T13:40:08Z,2024-02-17T13:56:34Z,356,False,
https://github.com/noodaj/fake-munch/pull/5,Documentation added for 2870,2024-02-14T21:58:11Z,2024-02-14T21:59:02Z,0,True,Python
https://github.com/munch2024/munch/pull/119,fixed issue #118: code refracturing,2024-02-27T04:46:45Z,2024-02-27T04:47:59Z,2,False,Python
https://github.com/blankdreams2/barbell-labs/pull/82,Closes Issue #80 - Task 2.2 - Documentation Assistance (Stefano Rubini),2024-02-26T03:19:15Z,2024-02-26T03:20:31Z,2,False,Python
https://github.com/Aligary/CS472_Group1/pull/51,Fix code duplication in runTests.sh,2024-02-20T22:25:06Z,2024-02-20T22:25:58Z,0,False,Python
https://github.com/munch2024/munch/pull/92,Fix #90 - 2.1 Refactored Shipping Cost Program,2024-02-26T03:51:18Z,2024-02-26T03:52:50Z,2,False,Python
https://github.com/Aligary/CS472_Group1/pull/95,Closes Issue #94,2024-02-27T04:20:10Z,2024-02-27T04:20:20Z,0,False,Python
https://github.com/gnarizard/Group8/pull/51,Add complexCode.py,2024-02-24T04:19:58Z,2024-02-24T04:20:08Z,0,False,C#
